Episode,Reward
249,2137.237729442969
250,2076.135937370926
251,2300.821471927544
252,2302.022980853902
253,2199.1695340158203
254,2110.241323779577
255,2193.409916510671
256,2383.3871661339713
257,2288.3134577186092
258,2288.9328411863785
259,2163.1249999692263
260,1970.2182239706524
261,2070.757124038223
262,1855.844957463318
263,1988.327342244662
264,2073.0013415598637
265,1882.314356343913
266,2142.0454822844317
267,2284.4206616265556
268,2183.4884312321437
269,2071.213106220203
270,2229.4155322933116
271,2159.3304334048353
272,1834.5032976748562
273,1772.747360674204
274,1670.0143162940606
275,1934.4621018121604
276,2191.0250029532067
277,1980.5188646870492
278,2183.6889965134533
279,2190.0559988250748
280,2123.707450619977
281,1853.483946950747
282,2186.4669905194223
283,2094.178582860959
284,2289.1144737359427
285,2364.3588269536726
286,2285.0169509021935
287,2016.218934749003
288,2068.072456044149
289,1948.5351074808948
290,2031.9204403327924
291,2076.738590210343
292,2144.806287176826
293,2257.389672562624
294,1926.9722138027848
295,2008.9712297188435
296,2168.7028979160605
297,2173.5891861357277
298,2353.999990862861
299,2292.5824943681755
300,2100.184457980781
301,1990.5492928524939
302,2190.6979763784284
303,2081.7601950728204
304,2241.8485038394383
305,2110.9590491562817
306,2173.612396595841
307,2125.3821135423304
308,2082.7372596109954
309,2118.2636157688535
310,2045.084601302635
311,1953.8284597938195
312,1819.011947153844
313,2046.596851179008
314,1969.9854108439329
315,2037.4087057701458
316,2260.992854916
317,2293.713584988469
318,2506.620104510805
319,2509.3762784531646
320,2450.1024313177977
321,2353.813410282985
322,2540.5797511734345
323,2395.8439180601617
324,2419.85629603797
325,2439.4619848870584
326,2434.571681989169
327,2387.105780882704
328,2429.9904886042855
329,2497.972419473601
330,2393.489789916513
331,2329.002347875827
332,2466.5230383519315
333,2455.22270141384
334,2244.6587291736505
335,2290.230488562076
336,2407.865288909328
337,2249.699425833392
338,2221.7052413249917
339,2220.257548052622
340,2341.638503661288
341,2354.0979909243765
342,2333.566227157009
343,2193.1445952567374
344,2245.6898410142303
345,2184.0568775573993
346,2314.2332655649675
347,1981.444056936769
348,2133.6737313400076
349,2345.1222826750904
350,2352.966932416031
351,2461.6627650679093
352,2298.632170720167
353,2338.8022843090735
354,2387.861931184008
355,2492.3594664300863
356,2019.0382087466999
357,2148.492663848804
358,2284.5441649052136
359,2395.5595444438927
360,2250.5906590011127
361,2285.14173055986
362,2262.1246451096868
363,2385.7528142958176
364,2338.262790336851
365,2351.70701494722
366,2310.040802346953
367,2263.035165808742
368,2043.943915192918
369,2041.4217975337258
370,2411.7734560483345
371,2527.6479584492918
372,2471.4733294323605
373,2581.821709712842
374,2357.9598900477104
375,2202.5304036596467
376,2295.1054707360076
377,2110.9011835622014
378,1932.0248661922308
379,2208.5903699221367
380,2116.105732915923
381,2146.516555276481
382,2443.3068544853036
383,2562.857829776772
384,2210.703671659968
385,2351.0834441625416
386,2394.246036733511
387,2399.945865045814
388,2327.733897680853
389,2319.9750708111756
390,2233.315973349711
391,2302.357661636685
392,2436.652219820518
393,2518.260987439503
394,2327.749422387217
395,2423.998456094075
396,2504.1469175583247
397,2202.608707125119
398,2507.709196047603
399,2439.2545716319537
400,2075.4593936200367
401,2479.632414568091
402,2440.0461391708664
403,2379.96591426744
404,2369.7419656303846
405,2399.097949226982
406,2419.6844028855767
407,2492.4294780125792
408,2452.4428045777463
409,2197.343944949986
410,2121.346134076184
411,2351.638417213028
412,2182.583880639615
413,2252.972898880663
414,2358.044940446875
415,2279.555425862666
416,2153.399300146972
417,2536.398873098105
418,2328.8468488933213
419,2330.367723868115
420,2299.3556978215097
421,2403.8503774865917
422,2169.9310325938345
423,2519.5477488164775
424,2370.827149933129
425,2551.160679786928
426,2224.3896108276876
427,2538.823180379673
428,2374.8547372288904
429,2364.981154516142
430,2420.001428053726
431,2107.4526385215986
432,1991.3065760908203
433,2275.1627190773165
434,2132.0209460777373
435,2378.787263300944
436,2293.530646448528
437,2310.32784465413
438,2281.5529263873646
439,2310.058447394343
440,2444.9782332891846
441,2462.7518600531653
442,2275.1392231432774
443,2122.7736906869877
444,2306.6056128888986
445,1776.1162436163356
446,2257.8712278923267
447,2104.005547957583
448,2031.0150930985749
449,2483.2635238171483
450,2390.6116019097985
451,2050.7210191243844
452,2567.0636546382957
453,2496.790282670097
454,2361.00597807447
455,2517.935845184104
456,2408.382818749153
457,2454.196688126934
458,2369.590325316423
459,2307.839397923701
460,2427.9892450584234
461,2191.8869469527162
462,2247.437587979938
463,2351.6214056295416
464,2211.635186699615
465,2481.1098367939376
466,2407.353167880374
467,2538.791333626463
468,2411.947921884828
469,2206.410545956252
470,2244.678423602875
471,2038.3171459354967
472,2200.7300906794053
473,2248.304362919899
474,2207.9122341972893
475,2211.880060299416
476,2343.8103891200394
477,2573.3430588454685
478,2386.880934336347
479,2450.1597193356693
480,2204.7687065630057
481,2355.0907648376256
482,2548.705547730878
483,2579.1542951297515
484,2329.3881401993003
485,2373.985604201614
486,2233.8927524570627
487,2352.12209239129
488,2523.222487694381
489,2536.2791944791156
490,2429.0741095148096
491,2616.8926256031136
492,2598.1037686894083
493,2566.082594175068
494,2547.8161349209636
495,2594.006870714587
496,2477.5460219772235
497,2555.9746340298407
498,2562.419950851973
499,2388.874176474249
500,2405.280185672693
501,2154.8432455165735
502,2496.1784259473125
503,2217.813122254268
504,2496.4894214105407
505,2428.6842874132435
506,2547.260331251066
507,2515.834322340866
508,2568.611838124592
509,2514.4752715147692
510,2585.5158978763047
511,2455.2437850835204
512,2348.2471845074165
513,2375.9877963588374
514,2678.4015545304264
515,2564.6803994897764
516,2496.1232428305407
517,2557.9548621226622
518,2486.26535117926
519,2460.0935499179345
520,2719.977220204718
521,2624.945933591906
522,2652.588893497862
523,2566.4436072283165
524,2709.3879550778906
525,2617.682073792264
526,2503.549995141533
527,2542.8932097348106
528,2400.6519850034383
529,2203.566634564732
530,2461.199210898172
531,2544.2659235090678
532,2394.418839115076
533,2168.0571567548177
534,2651.8820374079733
535,2478.6243692226262
536,2547.5341044962584
537,2510.6708914545306
538,2501.134581189133
539,2458.9561432236274
540,2334.0846680184986
541,2648.325718025861
542,2451.1371493228785
543,2169.71291678831
544,2689.90400193729
545,2582.058363383016
546,2574.580133753738
547,2630.267644311113
548,2651.6008928556835
549,2418.8122874881396
550,2628.438859201716
551,2522.2772539102725
552,2554.0664894487923
553,2553.125775418751
554,2349.5232581597684
555,2467.765949058121
556,2194.771228123147
557,2747.285324819386
558,2687.4643781209847
559,2443.0784181036606
560,2712.3690518021494
561,2698.086863290433
562,2710.221979179668
563,2496.885356996363
564,2733.1230882391033
565,2633.8822507636555
566,2730.463481177406
567,2637.8854664023056
568,2570.8342402701014
569,2490.171944032812
570,2579.985688103445
571,2344.6360600489807
572,2401.271056256176
573,2375.6786058507337
574,2492.297559742604
575,2637.5968074022308
576,2627.791667972176
577,2628.356324527134
578,2343.9994535439405
579,2205.0201530522336
580,2678.145008650496
581,2707.630874056336
582,2753.9359900415257
583,2663.49354098694
584,2650.640207412865
585,2772.790239253848
586,2490.988313908794
587,2535.8298886669036
588,2626.4207741252453
589,2500.2830536355136
590,2532.1533850672604
591,2464.354199043651
592,2168.629558882332
593,2547.2085142816054
594,2617.0910418002727
595,2489.707776144583
596,2352.9825166810715
597,2573.5512485689746
598,2544.8529903132803
599,2720.1251386370704
600,2618.669864296984
601,2713.051752322289
602,2598.2846950154567
603,2664.5845291120886
604,2524.0451782884293
605,2602.507802171414
606,2360.927885353581
607,2523.4924252699075
608,2332.0044081983006
609,2624.0409787021304
610,2562.3205129301355
611,2663.7188279250463
612,2475.407722092279
613,2375.456003363547
614,2477.517894808366
615,2469.4478576540923
616,2391.6020268467146
617,2355.4761401019305
618,2380.6968860093907
619,2207.984363160765
620,2298.3575346969537
621,2350.5855915539723
622,2597.554886341162
623,2398.048803076609
624,2597.0061708596268
625,2517.0784725371323
626,2523.0960487047523
627,2774.9745044660117
628,2709.7238059414767
629,2710.5699562595873
630,2813.073583674378
631,2657.154554609026
632,2653.6657695560502
633,2632.4111507540865
634,2627.127193949536
635,2536.657558135959
636,2629.3862078472634
637,2503.105257511425
638,2620.96873026647
639,2653.8837075807073
640,2394.918253323659
641,2691.4841025954315
642,2612.059692143094
643,2640.35654608904
644,2837.642497660583
645,2538.088609135115
646,2619.109625707601
647,2447.8369845875964
648,2557.979765819
649,2535.7610166680724
650,2453.942028821066
651,2371.556539900572
652,2246.75278508202
653,2639.802619641555
654,2664.623087376282
655,2518.1674705727687
656,2783.7640734347456
657,2709.692650813732
658,2801.71072169774
659,2757.9721362771515
660,2501.258132927856
661,2642.520478069207
662,2757.2453446862573
663,2811.509563426906
664,2605.838509904621
665,2861.733445909425
666,2726.2193441917702
667,2790.688865470319
668,2696.304815608132
669,2780.895323908672
670,2473.7958540616037
671,2489.4783424223274
672,2749.9804041161233
673,2733.930805229266
674,2391.4686904613095
675,2613.8734894606982
676,2493.5526466552255
677,2651.9196152425266
678,2499.93033480447
679,2468.648625421615
680,2325.2888442141743
681,2573.290091836288
682,2711.2013671699283
683,2659.526781846402
684,2332.03914815722
685,2438.0660925519974
686,2535.47403758407
687,2591.653963186191
688,2619.9918525704234
689,2589.0721195518454
690,2633.0723005846266
691,2515.5510598757724
692,2615.118450998023
693,2678.1697695227767
694,2628.4955513409045
695,2541.581094556656
696,2757.154258368873
697,2417.273842100777
698,2702.643719540193
699,2539.8056905706476
700,2419.8894685125606
701,2558.2083971163343
702,2427.532529028298
703,2545.025289069942
704,2713.0947521337675
705,2590.5892307580957
706,2653.208552525315
707,2872.7836663093663
708,2842.747222964134
709,2779.6736576461453
710,2939.5900309383237
711,2586.6430420962965
712,2701.0140061628567
713,2665.1925540696884
714,2517.613579616958
715,2504.6839701754366
716,2521.179695720146
717,2853.9697894091255
718,2878.941496976547
719,2796.6429641214836
720,2670.5182766473563
721,2939.579660127567
722,2878.2042199836037
723,2882.4981048909685
724,2516.551023980178
725,2769.8270345704977
726,2830.0307272752148
727,2738.79446922169
728,2898.387753449627
729,2858.155372274287
730,2776.26830502131
731,2780.4958052314237
732,2442.2970690346315
733,2914.30159878529
734,2680.616546438385
735,2620.9821616556032
736,2536.3998275638082
737,2585.053407157857
738,2600.2583986575514
739,2681.573757119352
740,2645.1604040990815
741,2694.853720846886
742,2728.751890570698
743,2760.3468469472414
744,2832.1444399279862
745,2794.9041362995777
746,2677.3188692992785
747,2804.8751893513095
748,2794.6552605983397
749,2713.732428853149
750,2636.128277252647
751,2650.1272398530386
752,2812.388300844541
753,2764.383066271672
754,2865.2982915294474
755,2803.443442053362
756,2746.0267643387856
757,2529.1997186247113
758,2577.0006155584006
759,2468.366803902653
760,2596.0796598371867
761,2577.1021800014564
762,2682.41373199763
763,2470.09470842005
764,2252.494859966911
765,2592.731121342652
766,2872.3105334623974
767,2752.1082170572827
768,2622.993742468453
769,2632.2604722019
770,2705.1255317591654
771,2519.609957199331
772,2616.7429404153177
773,2502.3473662498145
774,2686.208632881232
775,2817.897440578501
776,2822.1603890996535
777,2834.1734434321756
778,2821.1790088485213
779,2640.139308959574
780,2705.092313222073
781,2772.65729333032
782,2775.819408653833
783,2744.6581425546324
784,2782.0557306546443
785,2853.664463523639
786,2680.592004462366
787,2684.4536555630502
788,2871.5516197298416
789,2489.3096021316605
790,2754.000393947846
791,2611.3167385018487
792,2898.8930676439627
793,2831.050166874169
794,2688.284802106497
795,2806.313900258213
796,2708.7070395003766
797,2688.6383227058363
798,2685.7716204014537
799,2771.4291179138763
800,2636.4933556309134
801,2862.2203252420863
802,2658.8615364617976
803,2578.607023057765
804,2626.8073181081454
805,2355.274619975244
806,2697.5568526684274
807,2595.2673326135737
808,2500.847466582472
809,2702.7275512736205
810,2932.4266628111995
811,2590.373519599749
812,2853.353628704919
813,2881.6209108686853
814,2881.2739986919564
815,2841.545057006373
816,2834.602576446617
817,2754.6876252326506
818,2886.2241541881654
819,2899.500708196762
820,2657.8979180641377
821,2989.9065687637913
822,2698.2514797748872
823,2702.3092857185125
824,2769.498013390229
825,2736.8451489972613
826,2745.641672781219
827,2667.017509460386
828,2992.591952138436
829,2672.8770887524915
830,2725.238418674728
831,2906.595322599757
832,2858.8659616349114
833,2646.948872705118
834,2673.3829476559877
835,2883.6247143957553
836,2460.1925840722365
837,2680.049113686484
838,2884.44219958265
839,3034.7124888668814
840,2980.2650705344945
841,2852.5710343126866
842,2998.3522151505094
843,2770.5375418585695
844,2792.024414035141
845,2636.2537908035906
846,2800.1670617949258
847,2739.911988310538
848,2503.0924334353526
849,2818.17088589472
850,2914.44090207444
851,2745.1717754781234
852,2794.575083865611
853,2838.5659325599054
854,2749.8877823940934
855,2793.8514303070406
856,2755.6318143666003
857,2722.1062259936525
858,2670.3154191587414
859,2436.23191976241
860,2638.5637867052383
861,2682.232030914626
862,2362.9392890896793
863,2752.742384136504
864,2664.2907894640393
865,2870.4133787071864
866,2610.274475394679
867,2768.582523741483
868,2429.4497686853747
869,2572.452867987254
870,2739.4938666952653
871,2676.66949111368
872,2827.647514950407
873,2860.5573785385786
874,2695.9518867850747
875,2746.4056823109877
876,2802.1624849950554
877,2822.9338317873426
878,2549.830901930538
879,2739.67464724357
880,2909.0793402428694
881,2734.5498824373853
882,2846.683794899496
883,2633.350077190512
884,2698.7766501028505
885,2730.036232719258
886,2852.684465857239
887,2851.1990995512565
888,2832.5329911709887
889,2640.0597589781323
890,2734.3870604619465
891,2766.1531876158715
892,2729.107342759001
893,2742.1678262713494
894,2812.9354834887345
895,2728.1659447725892
896,2783.3490509261455
897,2840.9876355696983
898,2786.1589814221447
899,2755.111783595953
900,2743.4104929399064
901,2762.6884838762685
902,2696.204151868769
903,2766.7999833328245
904,2803.047117563522
905,2799.0287548719416
906,2549.960105600809
907,2698.1511249657865
908,2650.8475681005116
909,2750.185200296396
910,2923.006253115232
911,2940.023828227581
912,2818.82505756355
913,2917.2608829393707
914,2749.774522564978
915,2701.421420598179
916,2818.5387755493316
917,2562.498210829075
918,2567.0716428785627
919,2056.1870037062517
920,2890.2492227534235
921,2760.6817369000228
922,2683.856705013525
923,2709.1446084869517
924,2799.539665984266
925,2663.2563686406575
926,2222.353287107077
927,2468.7986091770254
928,2722.8964604497874
929,2321.3933723890955
930,2811.92358190087
931,2570.075338001317
932,2613.3341815676126
933,2720.928281270468
934,2705.1160157611966
935,2793.9344135457222
936,2499.290370639934
937,2691.720360052991
938,2745.796780734163
939,2534.9400286484674
940,2779.5895010581107
941,2758.9785819560325
942,2920.9006065049975
943,2849.2968617152223
944,2865.387982728462
945,3005.152734905788
946,2858.6014823087494
947,2892.469868072546
948,3077.530724205003
949,2947.031418832402
950,2901.5051857930116
951,2902.46286916168
952,2939.7702190716523
953,2931.307480082553
954,2937.9874607670363
955,2937.0563993259893
956,2876.1851784551486
957,2902.0761237312386
958,2713.844416359364
959,2762.0117874918133
960,2751.0326578643203
961,2669.0999145937653
962,2827.579483742199
963,2920.2734892208073
964,2910.7243569673974
965,2863.2775246057395
966,2934.180805966053
967,2784.752352159077
968,2811.8748049287196
969,2418.136556548062
970,2748.361716275565
971,2749.625619775843
972,2878.482586696587
973,2438.1377333057326
974,2718.770359939344
975,2564.674602240771
976,2573.785229098465
977,2817.0691656350464
978,2836.4233348431903
979,2824.7090656166697
980,2881.459500569759
981,3007.5873754707695
982,2889.672467869693
983,2888.7685064972684
984,2778.6350589534263
985,2797.0788648729454
986,2629.7916650187094
987,2710.6628277697523
988,2832.5804275123664
989,2771.916866169174
990,2722.1965090090494
991,2949.8112686571735
992,2905.296124274133
993,2868.5965604447715
994,2857.886854786899
995,2833.5181325567232
996,2836.2956664145154
997,2703.768308877797
998,2935.0251828203195
999,2931.0452478160546
1000,2861.100983336324
1001,2581.954494139704
1002,2870.2378520344882
1003,2934.848357695935
1004,2927.568407092495
1005,2826.9461821007494
1006,3043.445102163896
1007,2960.048625251825
1008,2911.354834126227
1009,2968.8181904067046
1010,2884.5539532551247
1011,2684.942840503241
1012,2850.950421693405
1013,2838.895778615984
1014,2818.672037227254
1015,2720.9327362673303
1016,2782.790797346243
1017,2746.047081059373
1018,2864.635171220479
1019,2802.871442391471
1020,2758.267105737533
1021,2960.612757756607
1022,2760.8637086896774
1023,2707.4757157201143
1024,2497.3776619138844
1025,2772.6473718668644
1026,2745.25465788551
1027,2791.1358353897344
1028,2694.459452813824
1029,2757.4388889071643
1030,2847.003694767872
1031,2843.6142676721997
1032,2447.863368471845
1033,2801.7130654592406
1034,2860.448888610776
1035,2759.290907114002
1036,2877.5883282776244
1037,2902.3522423108693
1038,2748.3516412412323
1039,2748.149758602587
1040,2693.126561501257
1041,2900.026863618318
1042,2756.8521206750875
1043,2721.581691881937
1044,2664.7681186709137
1045,2917.5471009163807
1046,2716.472168863126
1047,2947.674803481828
1048,2999.8505248979463
1049,2899.9417827493467
1050,2844.3937810905913
1051,2814.7865513719194
1052,2968.8128190739994
1053,2900.9202983862683
1054,2848.261567701431
1055,2971.6970709059283
1056,2879.2565463774827
1057,2928.7675732773596
1058,2837.6119664108464
1059,2835.576961475208
1060,2938.205790233161
1061,2857.334151801929
1062,2692.9366726716653
1063,2679.2639723603575
1064,2773.423376793679
1065,2873.912084609485
1066,2875.7271136234717
1067,3059.7100470155356
1068,3004.8285264201813
1069,2756.9270119165535
1070,2869.23014940934
1071,2908.089127179689
1072,2975.6512358426535
1073,3002.7637183590564
1074,2814.7384435131517
1075,2890.5804966878595
1076,2867.994137573152
1077,2807.8812896589798
1078,2929.8942846905206
1079,2873.8997990709213
1080,2730.3553081931027
1081,2770.9993946552304
1082,2795.6064453064914
1083,2855.323836711191
1084,2843.0123324737665
1085,2883.3118246951217
1086,3031.8122111583293
1087,3088.9026652058456
1088,2939.2621633129165
1089,2870.080376835634
1090,2845.4390721115083
1091,2940.6559311060028
1092,2680.5824143656528
1093,2892.9937189129796
1094,2951.6418860720282
1095,2999.146096315475
1096,3072.9776672999765
1097,2997.3551445755716
1098,2795.7681350168805
1099,2936.293667472528
1100,2991.403744401964
1101,2935.55903747684
1102,2732.6266474248655
1103,2839.008974238138
1104,2966.227619924056
1105,3034.9475384951907
1106,2682.552373169432
1107,3002.2741116343154
1108,2940.2029873683664
1109,2867.7582736187615
1110,2967.6664922874384
1111,2757.7502113453875
1112,2793.0088679942796
1113,2699.787901787475
1114,2892.9158084587957
1115,2966.899104853619
1116,2972.6203032556705
1117,2755.9459914613585
1118,2907.5181417234544
1119,2628.951802433862
1120,2700.1787452548656
1121,2988.9316738049206
1122,2892.1816634689776
1123,2905.8589326449774
1124,2830.615452243732
1125,2811.9900258328294
1126,3019.1799428568797
1127,2992.668804081495
1128,3005.7052237556486
1129,2845.576361245103
1130,2771.3503119432353
1131,2730.609032253594
1132,2729.483426697178
1133,3008.4907510034236
1134,2948.9472500993347
1135,2913.449746010679
1136,2838.01610864973
1137,2865.2530942451262
1138,2826.720219684808
1139,2941.118132606728
1140,2663.264712827707
1141,2753.0481940309933
1142,2931.649225241817
1143,3037.631100514869
1144,2514.864752682315
1145,2904.9547190016006
1146,2675.342510270644
1147,2873.254595018924
1148,2680.0050780212737
1149,2881.518713979848
1150,3038.5407942786223
1151,3007.9003268684023
1152,2827.022055509867
1153,2913.3029560431933
1154,2890.841801631928
1155,3045.4383344240528
1156,3111.4985744726364
1157,3078.801600205265
1158,3107.2532318272483
1159,3069.034126167645
1160,3025.667148801599
1161,3026.99430816734
1162,3092.738085346083
1163,2929.354744383611
1164,3015.316632291638
1165,2994.462391660895
1166,2789.0646101690063
1167,3074.7219919955896
1168,2980.8520674381
1169,3037.3844707059748
1170,2749.7232705619804
1171,2971.6517083984904
1172,2893.1611621886786
1173,2923.442471884773
1174,2953.917831308946
1175,3084.5213540846444
1176,3118.7924246628045
1177,2895.1923684263616
1178,3064.3181405292053
1179,2977.59624315397
1180,2905.388178970053
1181,3057.7825650613095
1182,3026.405893370062
1183,2983.337025593893
1184,3094.6030129363544
1185,3030.9731016120686
1186,3051.3839184307712
1187,3065.3699827093756
1188,2848.5984204556303
1189,3027.0801794444596
1190,3055.841379863837
1191,2979.2186819886565
1192,2829.335701558476
1193,2962.30806027778
1194,2773.001356424182
1195,2772.1164020827846
1196,2765.1245945648607
1197,2978.0078621052626
1198,2928.608254829728
1199,3082.6318672366556
1200,2878.0911303214893
1201,2816.8503841223146
1202,2982.1223349815737
1203,2914.70879679468
1204,2960.4002242216375
1205,3018.308219726098
1206,2947.872967607602
1207,3073.896936461933
1208,2950.3869442059668
1209,3002.0383187272296
1210,3097.1504703800138
1211,2934.921409912208
1212,3146.9076800424955
1213,2962.5493000620995
1214,3061.6466006721075
1215,3104.689875350742
1216,2960.8241839735683
1217,3071.983922356088
1218,3074.926428993089
1219,2955.269811045525
1220,2917.2314958703696
1221,2871.8163509256538
1222,2971.7807145322336
1223,2813.7168113506445
1224,2715.8796479686202
1225,3013.5601141210273
1226,3024.488957377953
1227,2946.541047063143
1228,2857.7887671475496
1229,3104.2985737375843
1230,3091.7590878530664
1231,3134.8448213442325
1232,2994.4147008726845
1233,3070.4613041955313
1234,3037.2343085360476
1235,2952.8278353495534
1236,3013.583330407524
1237,2621.741808514703
1238,2661.8409908951335
1239,2827.413857951173
1240,2718.5820458133967
1241,3037.1952518393437
1242,3014.4050386153954
1243,2992.7859268557822
1244,2941.660484022659
1245,2964.6993364073396
1246,2907.0413611873532
1247,3010.8758133637507
1248,2951.312433230031
1249,2533.7547349676106
1250,2880.7148926184263
1251,3052.0823341295286
1252,2898.3030385487823
1253,2864.448400740031
1254,2939.7149973148908
1255,3062.3793784372947
1256,2951.6988647459307
1257,2918.294718740106
1258,3044.08527375964
1259,2727.116402699648
1260,3008.5081396369947
1261,3000.0135366736736
1262,3091.9687610606084
1263,2795.2695848832595
1264,2905.198139490039
1265,3120.2829917395698
1266,2960.2136187157053
1267,3047.084475443384
1268,2788.1096389437826
1269,2805.7337231987376
1270,2952.689197257636
1271,2952.6166110330405
1272,2791.4586287045863
1273,3059.6145176421837
1274,2927.185665679846
1275,3062.4944670552404
1276,3085.5788944423894
1277,2959.455121187799
1278,3005.5069517829684
1279,2930.038072550101
1280,2848.1316334377675
1281,2903.953661682393
1282,2906.009679767786
1283,3100.7825436624316
1284,3006.5265105390513
1285,3080.438578109533
1286,2954.165748473869
1287,2984.595502192933
1288,3095.5238143008432
1289,2917.5657817676333
1290,2759.3706799831843
1291,2756.2192064039646
1292,2881.5622011058704
1293,3052.384070189683
1294,2965.419793362485
